studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,Block,entryType,Grain.test.weight...g.l.CO_321.0001210,Grain.yield...kg.ha.CO_321.0001218,Plant.height...cm.CO_321.0001301
2021,372,Ohio State University,,9228,WMSF_2021_Wooster,"2021 Ohio State University WMSF phenotyping_trial at Wooster, OH grown in field KING-8",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",227860,IL12-26004,plot,1354056,WMSF_2021_Wooster-6218,2,5,6218,17,6,6,test,794.1029794,5830.575,104.14
2021,372,Ohio State University,,9228,WMSF_2021_Wooster,"2021 Ohio State University WMSF phenotyping_trial at Wooster, OH grown in field KING-8",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1055682,IL16-8048,plot,1354047,WMSF_2021_Wooster-6219,2,5,6219,17,7,6,test,775.9029111,6220.625,104.14
2021,372,Ohio State University,,9228,WMSF_2021_Wooster,"2021 Ohio State University WMSF phenotyping_trial at Wooster, OH grown in field KING-8",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1345428,AM505,plot,1354062,WMSF_2021_Wooster-6220,2,5,6220,18,1,5,test,779.2029235,5944.9,96.52
2021,372,Ohio State University,,9228,WMSF_2021_Wooster,"2021 Ohio State University WMSF phenotyping_trial at Wooster, OH grown in field KING-8",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1055765,IL15-2639,plot,1354042,WMSF_2021_Wooster-6221,2,5,6221,18,2,5,test,793.4029768,4922.7,101.6
2021,372,Ohio State University,,9228,WMSF_2021_Wooster,"2021 Ohio State University WMSF phenotyping_trial at Wooster, OH grown in field KING-8",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1344648,AM503,plot,1354084,WMSF_2021_Wooster-6222,2,5,6222,18,3,5,test,767.4028792,6254.25,99.06
2021,372,Ohio State University,,9228,WMSF_2021_Wooster,"2021 Ohio State University WMSF phenotyping_trial at Wooster, OH grown in field KING-8",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1055682,IL16-8048,plot,1354076,WMSF_2021_Wooster-6223,2,5,6223,18,4,6,test,781.9029336,5440.525,96.52
2021,372,Ohio State University,,9228,WMSF_2021_Wooster,"2021 Ohio State University WMSF phenotyping_trial at Wooster, OH grown in field KING-8",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1053359,OH14-216-47,plot,1354087,WMSF_2021_Wooster-6224,2,5,6224,18,5,6,test,779.7029254,6227.35,91.44
2021,372,Ohio State University,,9228,WMSF_2021_Wooster,"2021 Ohio State University WMSF phenotyping_trial at Wooster, OH grown in field KING-8",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1053700,OH15-131-31,plot,1354071,WMSF_2021_Wooster-6225,2,5,6225,18,6,6,test,768.9028848,6254.25,104.14
2021,372,Ohio State University,,9228,WMSF_2021_Wooster,"2021 Ohio State University WMSF phenotyping_trial at Wooster, OH grown in field KING-8",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1345436,WMSF91528,plot,1354028,WMSF_2021_Wooster-6226,2,5,6226,18,7,6,test,767.3028788,6234.075,106.68
2021,372,Ohio State University,,9228,WMSF_2021_Wooster,"2021 Ohio State University WMSF phenotyping_trial at Wooster, OH grown in field KING-8",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1055660,IL13-1910,plot,1354091,WMSF_2021_Wooster-6227,2,5,6227,19,1,5,test,779.5029246,6059.225,106.68
2021,372,Ohio State University,,9228,WMSF_2021_Wooster,"2021 Ohio State University WMSF phenotyping_trial at Wooster, OH grown in field KING-8",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1345544,TX15DDH112,plot,1354074,WMSF_2021_Wooster-6228,2,5,6228,19,2,5,test,800.3030027,6099.575,101.6
2021,372,Ohio State University,,9228,WMSF_2021_Wooster,"2021 Ohio State University WMSF phenotyping_trial at Wooster, OH grown in field KING-8",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1055860,IL16-23972,plot,1354086,WMSF_2021_Wooster-6229,2,5,6229,19,3,5,test,761.9028586,5689.35,101.6
2021,372,Ohio State University,,9228,WMSF_2021_Wooster,"2021 Ohio State University WMSF phenotyping_trial at Wooster, OH grown in field KING-8",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1053859,OH15-191-52,plot,1354022,WMSF_2021_Wooster-6230,2,5,6230,19,4,5,check,776.8029145,7195.75,101.6
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1344319,P2120,plot,1354439,YR3_2021_Wooster-4101,1,12,4101,11,1,1,test,736.916275,5178.25,91.44
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1090109,OH18-91-19,plot,1354524,YR3_2021_Wooster-4102,1,12,4102,11,2,1,test,680.151196,4687.325,93.98
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089456,OH18*1-10,plot,1354463,YR3_2021_Wooster-4103,1,12,4103,11,3,1,test,692.765658,5931.45,88.9
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089612,OH18*76-4,plot,1354490,YR3_2021_Wooster-4104,1,12,4104,11,4,1,test,725.331565,5279.125,114.3
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1090052,OH18-73-92,plot,1354556,YR3_2021_Wooster-4105,1,12,4105,11,5,1,test,729.579292,4835.275,93.98
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1345140,P2137,plot,1354519,YR3_2021_Wooster-4106,1,12,4106,11,6,1,test,685.428675,4465.4,121.92
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1090030,OH18-65-13,plot,1354613,YR3_2021_Wooster-4107,1,12,4107,11,7,1,test,741.035283,5985.25,88.9
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089620,OH18*79-119,plot,1354462,YR3_2021_Wooster-4108,1,12,4108,11,8,1,test,724.68797,4142.6,109.22
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1345592,P2118,plot,1354504,YR3_2021_Wooster-4109,1,12,4109,11,9,1,test,707.439624,4391.425,96.52
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1055278,OH17-3-73,plot,1354591,YR3_2021_Wooster-4110,1,12,4110,11,10,1,test,710.657599,5770.05,116.84
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089715,OH18-111-12,plot,1354622,YR3_2021_Wooster-4111,1,12,4111,11,11,2,test,712.073508,4673.875,111.76
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089584,OH18*73-115,plot,1354585,YR3_2021_Wooster-4112,1,12,4112,11,12,2,test,745.797886,5312.75,111.76
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1090162,OH18-98-86,plot,1354518,YR3_2021_Wooster-4113,1,12,4113,11,13,2,test,678.606568,5561.575,114.3
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1054853,OH17-149-36,plot,1354511,YR3_2021_Wooster-4114,1,12,4114,11,14,2,test,737.946027,5938.175,101.6
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089920,OH18-46-106,plot,1354546,YR3_2021_Wooster-4115,1,12,4115,11,15,2,test,693.151815,4256.925,114.3
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1345319,P2129,plot,1354550,YR3_2021_Wooster-4116,1,12,4116,11,16,2,test,667.150577,4875.625,81.28
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089925,OH18-48-11,plot,1354503,YR3_2021_Wooster-4117,1,12,4117,11,17,2,test,719.667929,4445.225,121.92
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089570,OH18*68-55,plot,1354533,YR3_2021_Wooster-4119,1,12,4119,11,19,2,test,754.550778,4902.525,114.3
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1054932,OH17-16-71,plot,1354499,YR3_2021_Wooster-4120,1,12,4120,11,20,2,test,744.639415,5427.075,111.76
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1345210,P2138,plot,1354619,YR3_2021_Wooster-4121,1,12,4121,11,21,3,test,723.40078,4182.95,93.98
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1344903,P2131,plot,1354532,YR3_2021_Wooster-4122,1,12,4122,11,22,3,test,741.164002,4593.175,99.06
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1090104,OH18-89-89,plot,1354457,YR3_2021_Wooster-4123,1,12,4123,11,23,3,test,709.756566,5191.7,109.22
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",920981,OH13-88-61,plot,1354620,YR3_2021_Wooster-4124,1,12,4124,11,24,3,check,739.490655,6893.125,104.14
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1090033,OH18-65-54,plot,1354562,YR3_2021_Wooster-4125,1,12,4125,11,25,3,test,702.162145,6698.1,93.98
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1054704,OH17-10-11,plot,1354436,YR3_2021_Wooster-4126,1,12,4126,11,26,3,test,683.755328,5581.75,121.92
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1053406,OH14-222-49,plot,1354579,YR3_2021_Wooster-4127,1,12,4127,11,27,3,test,725.846441,6153.375,111.76
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089765,OH18-121-41,plot,1354466,YR3_2021_Wooster-4128,1,12,4128,11,28,3,test,689.161526,5924.725,116.84
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089471,OH18*104-106,plot,1354578,YR3_2021_Wooster-4129,1,12,4129,11,29,3,test,725.202846,5689.35,116.84
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089624,OH18*79-56,plot,1354590,YR3_2021_Wooster-4130,1,12,4130,11,30,3,test,717.737144,6408.925,116.84
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1090059,OH18-78-33,plot,1354473,YR3_2021_Wooster-4131,1,12,4131,12,1,1,test,713.489417,6442.55,99.06
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1090032,OH18-65-31,plot,1354442,YR3_2021_Wooster-4132,1,12,4132,12,2,1,test,709.370409,5225.325,96.52
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1343992,P2124,plot,1354586,YR3_2021_Wooster-4133,1,12,4133,12,3,1,test,679.250163,5736.425,96.52
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089541,OH18*34-83,plot,1354464,YR3_2021_Wooster-4134,1,12,4134,12,4,1,test,681.695824,5400.175,116.84
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089627,OH18*79-82,plot,1354587,YR3_2021_Wooster-4135,1,12,4135,12,5,1,test,691.864625,5507.775,109.22
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1344603,SC13S26,plot,1354527,YR3_2021_Wooster-4136,1,12,4136,12,6,1,check,729.708011,6281.15,99.06
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089923,OH18-46-89,plot,1354445,YR3_2021_Wooster-4137,1,12,4137,12,7,1,test,703.964211,5817.125,111.76
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1344460,P2140,plot,1354514,YR3_2021_Wooster-4138,1,12,4138,12,8,1,test,671.91318,5642.275,96.52
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089678,OH18-104-37,plot,1354489,YR3_2021_Wooster-4139,1,12,4139,12,9,1,test,743.223506,5447.25,104.14
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1345243,P2123,plot,1354603,YR3_2021_Wooster-4140,1,12,4140,12,10,1,test,721.856152,4714.225,99.06
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089733,OH18-114-56,plot,1354525,YR3_2021_Wooster-4141,1,12,4141,12,11,2,test,711.043756,4996.675,121.92
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1055381,OH17-81-27,plot,1354491,YR3_2021_Wooster-4142,1,12,4142,12,12,2,test,680.022477,6435.825,106.68
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1345447,P2126,plot,1354625,YR3_2021_Wooster-4143,1,12,4143,12,13,2,test,701.904707,5810.4,86.36
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089493,OH18*105-93,plot,1354602,YR3_2021_Wooster-4144,1,12,4144,12,14,2,test,689.93384,5359.825,114.3
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089723,OH18-112-117,plot,1354446,YR3_2021_Wooster-4145,1,12,4145,12,15,2,test,701.775988,4620.075,109.22
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1335663,P2117,plot,1354458,YR3_2021_Wooster-4146,1,12,4146,12,16,2,test,742.451192,5796.95,88.9
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1344806,P2139,plot,1354470,YR3_2021_Wooster-4147,1,12,4147,12,17,2,test,686.715865,5279.125,88.9
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089988,OH18-58-31,plot,1354630,YR3_2021_Wooster-4149,1,12,4149,12,19,2,test,717.222268,3510.45,106.68
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089931,OH18-48-7,plot,1354557,YR3_2021_Wooster-4150,1,12,4150,12,20,2,test,715.67764,6119.75,121.92
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1055415,OH17-90-64,plot,1354618,YR3_2021_Wooster-4151,1,12,4151,12,21,3,test,723.143342,6482.9,111.76
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1345376,P2115,plot,1354563,YR3_2021_Wooster-4152,1,12,4152,12,22,3,test,691.607187,5453.975,88.9
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089536,OH18*34-24,plot,1354626,YR3_2021_Wooster-4153,1,12,4153,12,23,3,test,719.281772,6052.5,127
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",226399,OH09-207-68,plot,1354628,YR3_2021_Wooster-4154,1,12,4154,12,24,3,check,711.172475,6906.575,119.38
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1090049,OH18-71-39,plot,1354581,YR3_2021_Wooster-4155,1,12,4155,12,25,3,test,743.094787,6065.95,119.38
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1344335,P2142,plot,1354454,YR3_2021_Wooster-4156,1,12,4156,12,26,3,test,675.517312,5628.825,101.6
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1344935,P2135,plot,1354448,YR3_2021_Wooster-4157,1,12,4157,12,27,3,test,684.656361,5030.3,106.68
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1345119,P2134,plot,1354538,YR3_2021_Wooster-4158,1,12,4158,12,28,3,test,739.619374,6617.4,106.68
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1344367,P2133,plot,1354451,YR3_2021_Wooster-4159,1,12,4159,12,29,3,test,700.102641,5783.5,101.6
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1345125,P2128,plot,1354497,YR3_2021_Wooster-4160,1,12,4160,12,30,3,test,750.946646,5998.7,88.9
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1345539,P2121,plot,1354480,YR3_2021_Wooster-4161,1,12,4161,13,1,1,test,721.856152,4989.95,99.06
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1054853,OH17-149-36,plot,1354536,YR3_2021_Wooster-4162,1,12,4162,13,2,1,test,753.907183,6294.6,104.14
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089631,OH18*85-10,plot,1354610,YR3_2021_Wooster-4163,1,12,4163,13,3,1,test,699.459046,6503.075,96.52
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1344155,P2127,plot,1354599,YR3_2021_Wooster-4164,1,12,4164,13,4,1,test,710.014004,5628.825,114.3
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089803,OH18-14-94,plot,1354486,YR3_2021_Wooster-4165,1,12,4165,13,5,1,test,724.816689,6402.2,111.76
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1344996,P2132,plot,1354570,YR3_2021_Wooster-4166,1,12,4166,13,6,1,test,715.548921,6267.7,99.06
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1054982,OH17-17-49,plot,1354437,YR3_2021_Wooster-4167,1,12,4167,13,7,1,test,701.647269,5601.925,114.3
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089617,OH18*78-25,plot,1354432,YR3_2021_Wooster-4168,1,12,4168,13,8,1,test,714.133012,6597.225,101.6
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1055446,OH17-97-11,plot,1354574,YR3_2021_Wooster-4169,1,12,4169,13,9,1,test,720.568962,6160.1,104.14
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089836,OH18-27-87,plot,1354617,YR3_2021_Wooster-4170,1,12,4170,13,10,1,test,707.9545,6207.175,127
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089929,OH18-48-63,plot,1354510,YR3_2021_Wooster-4171,1,12,4171,13,11,2,test,727.777226,6301.325,121.92
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1344424,P2136,plot,1354604,YR3_2021_Wooster-4172,1,12,4172,13,12,2,test,654.793553,6113.025,101.6
2021,372,Ohio State University,,9231,YR3_2021_Wooster,"2021 Ohio State University YR3 Advanced Yield Trial at Wooster, OH grown in field KING-6",RCBD,1.524,3.048,2020-September-25,,229,"Wooster, OH",1089514,OH18*115-1,plot,1354493,YR3_2021_Wooster-4173,1,12,4173,13,13,2,test,705.766277,5164.8,111.76
